eun,isEunInPanda,pandaOrderGUID,isOrderInPanda,pbsFis,pbsVerso,pbsTenderReference,pbsSupplier,pbsNumber,cataloguePartNumber,serialNumber,itemPriceCzk,itemPriceEUR,cartName,description,notes,destination,deliveredDate,TargetsystemGUID,ItemUsage,ItemCondition,ImportInstr,PandaPartNumber
15120361,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6530.49,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120362,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6530.49,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120363,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6530.49,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120364,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6530.49,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120365,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6530.49,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120366,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6530.49,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120367,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6519.636,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120368,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6530.49,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120369,FALSE,80650111-25dc-40c3-b4f2-7fecf8a385ba,TRUE,15920231,1215361,MN4199/2015,Layertec,RA1.L1.CSS.SPAR.O.M,100771,,6530.49,241.2,"1030 1"" HP HR mirrors","HR>99.5%@1000-1060 nm, AOI=45°
UVFS, 25.4mm diameter","Material: UV grade Fused Silica or BK7 glass
S1 Surface Flatness: ?/10 at 633 nm
S1 Surface Quality: 20-10 scratch & dig (MIL-PRF-13830B)
S2 Surface Quality: Commercial polish
Diameter Tolerance: +0.00 mm-0.12 mm
Thickness Tolerance: ±0.25
Wedge: <3 min
Chamfer: 0.3 mm at 45° typical
 
Coating Technology: Electron beam multilayer dielectric or Ion Beam Sputtering
Adhesion and Durability: Per MIL-C-675A. Insoluble in lab solvents
Clear Aperture: Exceeds central 85% of diameter
Coating: Hard dielectric High Reflection R>99.5%
Designed for Average Polarization
R=(Rs+Rp)/2
Laser Damage Threshold:	>100 mJ/cm2, 50 fsec, 800 nm typical
Coated Surface Flatness:	?/10 at 633 nm over clear aperture
Angle of Incidence:	0 or 45±3 degrees",,12/14/2015,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,100771
15120523,FALSE,6c9b27fc-2c0a-4fd1-ad33-7d708d7452e8,TRUE,15920242,1216732,MN4227/2015,THORLABS GmbH,RA1.L1.FE.L1_1.SPAR.JIT.DET,PDB450C-AC,,37790.55,1395,"Switchable Gain Balanced Amp. Photodetector, InGaAs, AC Coupled","Balanced InGaAs photodiode
Detector Type	InGaAs/PIN
Wavelength Range	800 - 1700 nm
Typical Max Responsivity	1.0 A/W
Active Detector Diameter	0.3 mm
Common Mode Rejection Ratio	>25 dB (Typical >30 dB)
Transimpedance Gaina	10^3, 10^4, 10^5, 10^6, 10^7 V/A
Minimum NEP	0.7 pW/Hz1/2
	(DC - 100 MHz)
Integrated Noise (DC - 100 MHz)	65 nWRMS
Overall Output Voltage Noise	0.5 mVRMS (10^3 Transimpedance Gain),
	0.8 mVRMS (10^4 Transimpedance Gain),
	1.0 mVRMS (10^5 Transimpedance Gain),
	1.1 mVRMS (10^6 Transimpedance Gain),
	2.0 mVRMS (10^7 Transimpedance Gain)
RF Output	
Conversion Gain RF-Outputa,b	10^3 V/W,
	10^4 V/W,
	10^5 V/W,
	10^6 V/W,
	10^7 V/W
CW Saturation Power RF-Output	4.5 mW @ 1550 nm
Impedance	
Max Voltage Swing	±4.6 V (103 to 105 Gain)a
	±10 V (107 Gain)a
",,L1 oscillator room,12/17/2015,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,PDB450C-AC
15120524,FALSE,6c9b27fc-2c0a-4fd1-ad33-7d708d7452e8,TRUE,15920242,1216732,MN4227/2015,THORLABS GmbH,RA1.L1.FE.L1_1.BB.OPA2.JIT.DET,PDB450C-AC,,37699.875,1395,"Switchable Gain Balanced Amp. Photodetector, InGaAs, AC Coupled","Balanced InGaAs photodiode
Detector Type	InGaAs/PIN
Wavelength Range	800 - 1700 nm
Typical Max Re",Probably broken - low signal on one of the channels,Replaced by a different balanced PD iin Jitka1 system; stored in grey cabinet in L1 Osc. Room. ,12/17/2015,a90c6ce1-ca15-4ffa-96fc-0f57832ba890,,,UL,PDB450C-AC
16020069,FALSE,6870f331-4f87-4ed5-b81d-30d3002a25fc,TRUE,16910020,1226999,MN4480/2016,FESTO,RA1.L1.CSS.BT.BB1.IRT1.FE1.SHUT.SM.ACT,VUVS-L20-M52-AD-G18-F7,,1727.5,63.91046985,Solenoid Valve VUVS-L20,"
order number 575249",,,02/10/2016,69895033-c6c4-4da8-b3d2-ae7bb505f0dd,,,UL,VUVS-L20-M52-AD-G18-F7
16020002,FALSE,8393aea9-c9fa-4ad5-9c08-15444069f3c3,TRUE,16910076,1228752,MN4662/2016,Schafter+Kirchhoff GmbH,RA1.L1.FE.L1_1.BB.PL2.R1.CPL,60FC-4-A11-02,,6353.225,235,"FCAPC Collimator, efl = 11mm","Fiber Collimator, focusable, housing Ø 12 mm
Asphere f'11 mm / NA 0.25 / AR 600 - 1050 nm
Inclined coupling axis, FC-APC connection
Collimated for 1030nm",price includes 30 euro delivery cost,Utia Lab,02/08/2016,2a812220-a743-46a5-8f9c-23ce0930331f,,,UL,60FC-4-A11-02
16060067,FALSE,37fc572a-fb5b-4c67-8ee7-9b9e7634b825,TRUE,16910503,1251424,MN5139/2016,Eksma,RA1.L1.FE.L1_1.SPAR.OPA1.O,320-8525,,5268.9,195,SF11 prism,,,UTIA lab,5/26/2016,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,320-8525
16060068,FALSE,37fc572a-fb5b-4c67-8ee7-9b9e7634b825,TRUE,16910503,1251424,MN5139/2016,Eksma,RA1.L1.FE.L1_1.SPAR.OPA1.O,320-8525,,5268.9,195,SF11 prism,,,UTIA lab,5/26/2016,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,320-8525
17030202,FALSE,669b6109-37cc-45ff-adf1-faf3bef8473c,TRUE,16911175,186088,MN6016/2016,Laseroptik,RA1.L1.L1_1.OPA.VCH.WIN.D.D1,S-06586,,14185.5,525,"02) Window: d=100mm; Coating: 850nm broad band, DT=250mJ/cm2 @ 3ps","Size:                                          100mm
Thickness:                                  12mm
Substrate:                                  FS
AOI:                                          0deg
Coating:                                     RR <0.5%, (750nm to 950nm)
LIDT:                                         >250mJ/cm2 @ 850nm @ 3ps @ 1kHz
Surface form deviations: 13/0,2 Wedge: <4'
surface imperfection tolerance: 5/5x0,040
chamfer: 0,1-0,3mmx45°",,HiLASE cupboard,3/22/2017,bc6fab67-d020-4b17-96d1-132fd32c352a,,,UL,S-06586 + B-03985
17030203,FALSE,669b6109-37cc-45ff-adf1-faf3bef8473c,TRUE,16911175,186088,MN6016/2016,Laseroptik,RA1.L1.L1_1.OPA.VCH.WIN.F.F2,S-06586,,14185.5,525,"02) Window: d=100mm; Coating: 850nm broad band, DT=250mJ/cm2 @ 3ps","Size:                                          100mm
Thickness:                                  12mm
Substrate:                                  FS
AOI:                                          0deg
Coating:                                     RR <0.5%, (750nm to 950nm)
LIDT:                                         >250mJ/cm2 @ 850nm @ 3ps @ 1kHz
Surface form deviations: 13/0,2 Wedge: <4'
surface imperfection tolerance: 5/5x0,040
chamfer: 0,1-0,3mmx45°",,HiLASE cupboard,3/22/2017,bc6fab67-d020-4b17-96d1-132fd32c352a,,,UL,S-06586 + B-03985
17030204,FALSE,669b6109-37cc-45ff-adf1-faf3bef8473c,TRUE,16911175,186088,MN6016/2016,Laseroptik,RA1.L1.L1_1.OPA.VCH.WIN.F.F2,S-06586,,14185.5,525,"02) Window: d=100mm; Coating: 850nm broad band, DT=250mJ/cm2 @ 3ps","Spare
Size:                                          100mm
Thickness:                                  12mm
Substrate:                                  FS
AOI:                                          0deg
Coating:                                     RR <0.5%, (750nm to 950nm)
LIDT:                                         >250mJ/cm2 @ 850nm @ 3ps @ 1kHz
Surface form deviations: 13/0,2 Wedge: <4'
surface imperfection tolerance: 5/5x0,040
chamfer: 0,1-0,3mmx45°",,HiLASE cupboard,3/22/2017,bc6fab67-d020-4b17-96d1-132fd32c352a,,,UL,S-06586 + B-03985
17030205,FALSE,669b6109-37cc-45ff-adf1-faf3bef8473c,TRUE,16911175,186088,MN6016/2016,Laseroptik,RA1.L1.L1_1.OPA.VCH.WIN,S-00028,,1215.9,45,4) Sample Window: d=25mm;,"

",,HiLASE cupboard,3/22/2017,bc6fab67-d020-4b17-96d1-132fd32c352a,,,UL,S-00028 + B-03985
17030206,FALSE,669b6109-37cc-45ff-adf1-faf3bef8473c,TRUE,16911175,186088,MN6016/2016,Laseroptik,RA1.L1.CSS.BT.BB1.IRT1.FE1.VCH.WIN,S-06587,,8727.46,323,"03) Window: d=60mm; Coating: 850nm broad band, DT=100mJ/cm2 @ 3ps","Size:                                           60mm
Thickness:                                  5mm
Substrate:                                  FS
AOI:                                          0deg
Coating:                                     RR <0.5%, (750nm to 950nm)
LIDT:                                        >200mJ/cm2 @ 850nm @ 3ps @ 1kHz
Surface form deviations: 13/0,2 Wedge: 6±3'
surface imperfection tolerance: 5/5x0,040
chamfer: 0,1-0,3mmx45°",,HiLASE cupboard,3/22/2017,69895033-c6c4-4da8-b3d2-ae7bb505f0dd,,,UL,S-06587 + B-03985
17030207,FALSE,669b6109-37cc-45ff-adf1-faf3bef8473c,TRUE,16911175,186088,MN6016/2016,Laseroptik,RA1.L1.CSS.BT.BB1.IRT1.FE1.VCH.WIN,S-06587,,8727.46,323,"03) Window: d=60mm; Coating: 850nm broad band, DT=100mJ/cm2 @ 3ps","Size:                                           60mm
Thickness:                                  5mm
Substrate:                                  FS
AOI:                                          0deg
Coating:                                     RR <0.5%, (750nm to 950nm)
LIDT:                                        >200mJ/cm2 @ 850nm @ 3ps @ 1kHz
Surface form deviations: 13/0,2 Wedge: 6±3'
surface imperfection tolerance: 5/5x0,040
chamfer: 0,1-0,3mmx45°",,HiLASE cupboard,3/22/2017,69895033-c6c4-4da8-b3d2-ae7bb505f0dd,,,UL,S-06587 + B-03985
17030208,FALSE,669b6109-37cc-45ff-adf1-faf3bef8473c,TRUE,16911175,186088,MN6016/2016,Laseroptik,RA1.L1.L1_1.OPA.VCH.WIN.I.4,S-06585,,12807.48,474,"01) Window: d=100mm; Coating: 850nm broad band, DT=250mJ/cm2 @ 20fs","Size:                                          100mm
Thickness:                                  8mm
Substrate:                                  FS
Coating:                                     RR <0.2%, (750nm to 950nm)
LIDT:                                         >250mJ/cm2 @ 850nm @ 20fs @ 1kHz
Surface form deviations:           13/0,2 Wedge: 30±5'
surface imperfection tolerance: 5/5x0,040
chamfer: 0,1-0,3mmx45°",,HiLASE cupboard,3/22/2017,bc6fab67-d020-4b17-96d1-132fd32c352a,,,UL,S-06585 + B-03985
17030209,FALSE,669b6109-37cc-45ff-adf1-faf3bef8473c,TRUE,16911175,186088,MN6016/2016,Laseroptik,RA1.L1.L1_1.OPA.VCH.WIN.I.4,S-06585,,12807.48,474,"01) Window: d=100mm; Coating: 850nm broad band, DT=250mJ/cm2 @ 20fs","Spare
Size:                                          100mm
Thickness:                                  8mm
Substrate:                                  FS
Coating:                                     RR <0.2%, (750nm to 950nm)
LIDT:                                         >250mJ/cm2 @ 850nm @ 20fs @ 1kHz
Surface form deviations:           13/0,2 Wedge: 30±5'
surface imperfection tolerance: 5/5x0,040
chamfer: 0,1-0,3mmx45°",,HiLASE cupboard,3/22/2017,bc6fab67-d020-4b17-96d1-132fd32c352a,,,UL,S-06585 + B-03985
16060258,FALSE,20cdb867-3ac8-4793-bbac-4b0ba4cbdd89,TRUE,16920052,1235709,MN4887/2016,Optosun Technology Limited Add,RA1.L1.CSS.BT.IR1.FIB,HPPMFC-1x4-1030-EVEN-F-900-5-0.8-FC/APCx4-1W,A60113387,22726.85,840.0240251,1x4 PM fiber filter coupler,"price includes shipping costs
High Power PM coupler, 
1x4, 
1030nm, 
EVEN, 
slow axis working, 
fast axis blocked
900um loose tube, 
SM98-PS-U25D fibe, 
100x80x10mm, 
1W average power, 
1Kw peak power, 
FC/APCx5",,Lukas Indra's desk,6/22/2016,b93d19c1-ff03-4038-b9af-6f90aff15c22,,,UL,HPPMFC-1x4-1030-EVEN-F-900-5-0.8-FC/APCx4-1W
16060112,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.SPAR.RA,130608,,8495.27,314,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-concave | Ø=25.0(-0.1)mm | te=6.35(±0.10)mm | // <5min
S1: Commercial polish
uncoated
S2(^): r=20000mm(±4%) CC | Øe21 | 3/-(0.2) (L/10 reg.) | 5/1x0.04
Øi10 | 3/-(0.2) (L/10 reg.) | 5/1x0.016
HR(0°,1030nm)>99.98% (for high power ns-pulses)",,UTIA lab 1030nm mirrors drawer,06/09/2016,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,130608
16060113,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.SPAR.RA,130609,,8495.27,314,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-concave | Ø=25.0(-0.1)mm | te=6.35(±0.10)mm | // <5min
S1: Commercial polish
uncoated
S2(^): r=10000mm(±4%) CC | Øe21 | 3/-(0.2) (L/10 reg.) | 5/1x0.04
Øi10 | 3/-(0.2) (L/10 reg.) | 5/1x0.016
HR(0°,1030nm)>99.98% (for high power ns-pulses)",,,06/09/2016,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,130609
16060114,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.SPAR.RA,107288,,8495.27,314,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-concave | Ø=25.0(-0.1)mm | te=6.35(±0.10)mm | // <5min
S1: Commercial polish
uncoated
S2(^): r=3000mm(±4%) CC | Øe21 | 3/-(0.2) (L/10 reg.) | 5/1x0.04
Øi10 | 3/-(0.2) (L/10 reg.) | 5/1x0.016
HR(0°,1030nm)>99.98% (for high power ns-pulses)",,UTIA lab 1030nm mirrors drawer,06/09/2016,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,107288
16060115,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.SPAR.RA,130610,,8495.27,314,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-concave | Ø=25.0(-0.1)mm | te=6.35(±0.10)mm | // <5min
S1: Commercial polish
uncoated
S2(^): r=4000mm(±4%) CC | Øe21 | 3/-(0.2) (L/10 reg.) | 5/1x0.04
Øi10 | 3/-(0.2) (L/10 reg.) | 5/1x0.016
HR(0°,1030nm)>99.98% (for high power ns-pulses)",,UTIA lab 1030nm mirrors drawer,06/09/2016,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,130610
16060116,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.BB.PL2.R1.CM,132739,,8495.27,314,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-concave | Ø=25.0(-0.1)mm | te=6.35(±0.10)mm | // <5min
S1: Commercial polish
uncoated
S2(^): r=5000mm(±4%) CC | Øe21 | 3/-(0.2) (L/10 reg.) | 5/1x0.04
Øi10 | 3/-(0.2) (L/10 reg.) | 5/1x0.016
HR(0°,1030nm)>99.98% (for high power ns-pulses)",,KUBA cavity,06/09/2016,a683ada1-6f6b-49d7-b878-efb40ad7ebfb,,,UL,132739
16060117,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.SPAR.RA,107294,,8495.27,314,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-convex | Ø=25.0(-0.1)mm | tc=6.35(±0.10)mm | //
<5min
S1: Commercial polish
uncoated
S2(^): r=1500mm(±1%) CX | Øe21 | 3/-(0.2) (L/10 reg.) | 5/1x0.04
Øi10 | 3/-(0.2) (L/10 reg.) | 5/1x0.016
HR(0°,1030nm)>99.98% (for high power ns-pulses)",,UTIA lab 1030nm mirrors drawer,06/09/2016,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,107294
16060118,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.BB.PL2.R1.CM,130611,,8495.27,314,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-convex | Ø=25.0(-0.1)mm | tc=6.35(±0.10)mm | //
<5min
S1: Commercial polish
uncoated
S2(^): r=2000mm(±1%) CX | Øe21 | 3/-(0.2) (L/10 reg.) | 5/1x0.04
Øi10 | 3/-(0.2) (L/10 reg.) | 5/1x0.016
HR(0°,1030nm)>99.98% (for high power ns-pulses)",,KUBA regen cavity,06/09/2016,a683ada1-6f6b-49d7-b878-efb40ad7ebfb,,,UL,130611
16060119,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.SPAR.RA,130611,,8495.27,314,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-convex | Ø=25.0(-0.1)mm | tc=6.35(±0.10)mm | //
<5min
S1: Commercial polish
uncoated
S2(^): r=2000mm(±1%) CX | Øe21 | 3/-(0.2) (L/10 reg.) | 5/1x0.04
Øi10 | 3/-(0.2) (L/10 reg.) | 5/1x0.016
HR(0°,1030nm)>99.98% (for high power ns-pulses)",,UTIA lab 1030nm mirrors drawer,06/09/2016,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,130611
16070008,FALSE,6558299f-9135-4ee1-9f05-6f984cecfc61,TRUE,16920056,1234831,MN4870/2016,Layertec,RA1.L1.FE.L1_1.SPAR.RA,130612,,22699.145,839,L1_curved high power 1030nm mirrors ,"Laser mirror:
Corning 7972 (ULE) | pl-concave | Ø=50.0(-0.1)mm | te=9.5(±0.1)mm | //
<5min
S1: Commercial polish
uncoated
S2(^): r=4000mm(±1%) CC | Øe42 | 3/-(0.5) (L/4 reg.) | 5/4x0.04
Øi20 | 3/-(0.5) (L/4 reg.) | 5/1x0.025
HR(0°,1030nm)>99.98% (for high power ns-pulses)","Not delivered in the first batch. Nedodáno v první várce.
Delivered later.",UTIA lab 1030nm mirrors drawer,07/12/2016,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,130612
