eun,isEunInPanda,pandaOrderGUID,isOrderInPanda,pbsFis,pbsVerso,pbsTenderReference,pbsSupplier,pbsNumber,cataloguePartNumber,serialNumber,itemPriceCzk,itemPriceEUR,cartName,description,notes,destination,deliveredDate,TargetsystemGUID,ItemUsage,ItemCondition,ImportInstr,PandaPartNumber
13030001,FALSE,ebbcbdec-cb7e-47ac-a351-8eacc729e34a,TRUE,12920011,NA,MN132/2012,Spectrogon AB,RA1.L1.FE.L1_1.SPAR.RA,,,33924,1320,Gold diffraction grating PC 1740l/mm 64x64x10 NIR Zerodur,,,Borrowed to Pavel Trojek,10/11/2012,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,PC 1740 64x64x10 NIR (Zerodur)
13030002,FALSE,ebbcbdec-cb7e-47ac-a351-8eacc729e34a,TRUE,12920011,NA,MN132/2012,Spectrogon AB,RA1.L1.FE.L1_1.BB.PL1.CMP.G2,,,33924,1320,Gold diffraction grating PC 1740l/mm 64x64x10 NIR Zerodur,,,UTIA regen no1 compressor,10/11/2012,063c5417-7c99-45c0-b698-8e00c6a18095,,,UL,PC 1740 64x64x10 NIR (Zerodur)
13030005,FALSE,ebbcbdec-cb7e-47ac-a351-8eacc729e34a,TRUE,12920011,NA,MN132/2012,Spectrogon AB,RA1.L1.FE.L1_1.SPAR.RA,,13488:1,25443,990,Gold diffraction grating PC 1740l/mm 30x64x10 NIR Zerodur,,,,10/11/2012,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,PC 1740 30x64x10 NIR (Zerodur)
13030006,FALSE,ebbcbdec-cb7e-47ac-a351-8eacc729e34a,TRUE,12920011,NA,MN132/2012,Spectrogon AB,RA1.L1.FE.CSS.DG.SPM.SPM,,13488:2,25443,990,Gold diffraction grating PC 1740l/mm 30x64x10 NIR Zerodur,,,,10/11/2012,542547e5-c209-473c-969d-990a6af8b977,,,UL,PC 1740 30x64x10 NIR (Zerodur)
12080067,FALSE,c8f3911c-3471-45d5-8338-a712071dbaef,TRUE,12920026,716065,MN160/2012,Thorlabs GmbH,RA1.L1.CSS.SPAR.O,GR25-0610,NA,2282.3928,88.74,"Ruled Diff. Grating, 600/mm, 1 ?m Blaze, 25 x 25 x 6 mm (Thorlbas GR25-0610)",,,UTIA,08/03/2012,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,GR25-0610
12080068,FALSE,c8f3911c-3471-45d5-8338-a712071dbaef,TRUE,12920026,716065,MN160/2012,Thorlabs GmbH,RA1.L1.CSS.SPAR.O,GR25-0610,NA,2282.3928,88.74,"Ruled Diff. Grating, 600/mm, 1 ?m Blaze, 25 x 25 x 6 mm (Thorlbas GR25-0610)",,,UTIA,08/03/2012,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,GR25-0610
12080053,FALSE,24af0be6-3fb1-4d4a-8348-bf79d4431402,TRUE,12920039,NA,MN189/2012,Mit,RA1.L1.FE.CSS.DG.PM,7Z0243L26,660974,13545,523.68,Photodiode Power meters PD300,"Photo diode head; 350 - 1100nm (without filter), 430 - 1100nm (with filter) (Si-photodiode); cw power measurement; 500pW - 30mW (without filter), 200µW - 1W (with filter) (max. power wavelength dependent); aperture 10x10mm; accuracy ±3% (400-950nm, without filter); damage threshold 10W/cm2 (without filter), 50W/cm2 (with filter); response time 0.2s; automatic background subtraction; incl. attenuation filter; smart head [Ophir / Spiricon]",,"UTIA lab, cupboard n.1",8/20/2012,c92982dc-7a6e-49c0-9703-e180c7b1b367,,,UL,PD300-1W - Z02411A
12080054,FALSE,24af0be6-3fb1-4d4a-8348-bf79d4431402,TRUE,12920039,NA,MN189/2012,Mit,RA1.L1.FE.CSS.DG.PM,7Z02426,631416,15962,617.17,Photodiode Power meters PD300,"Photo diode head; 350 - 1100nm (without filter), 430 - 1100nm (with filter) (Si-photodiode); cw power measurement; 5nW - 100mW (without filter), 200µW - 3W (with filter) (max. power wavelength dependant); aperture 10x10mm; accuracy ±3% (400-950nm, without filter); damage threshold 10W/cm2 (without filter), 100W/cm2 (with filter); max. pulse energy 20µJ (without filter), 500µJ (with filter); response time 0.2s; automatic background subtraction; incl. attenuation filter (100x); smart head [Ophir / Spiricon]",,,8/20/2012,c92982dc-7a6e-49c0-9703-e180c7b1b367,,,UL,PD300-3W (VersionV1) - 7Z02426
13020002,FALSE,3e3938b3-950f-4c4a-891f-10be0db618d6,TRUE,12920080,2.4.1,MN416/2012,Eksma Optics (Optolita UAB),RA1.L1.FE.L1_1.SPAR.RA,,NA,18819.675,735,12x12x1.0mm LBO crystal for SHG 1030->515 nm (EKSMA),"Type 1,theta=90deg, phi=13.6deg,AR@1030+515nm",Reserved for Davorin.,Borrowed to Davorin for auutocorrelator,1/28/2013,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,EUN 13020002
13020082,FALSE,a2da2fa7-d234-4a36-be79-97ca12035500,TRUE,12920083,767164,MN454/2012,Eksma optics (OPTOLITA UAB),RA1.L1.FE.L1_1.BB.OPA1.S2.C.C,,NA,18048,705,BBO Crystal 6x6x1.3,,,"somewhere in UTIA lab, empty box in crystal drawer",2/19/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,EUN 13020082
13020083,FALSE,a2da2fa7-d234-4a36-be79-97ca12035500,TRUE,12920083,767164,MN454/2012,Eksma optics (OPTOLITA UAB),RA1.L1.FE.L1_1.BB.OPA1.S3.C.C,,NA,26927,1055,BBO Crystal 12x12x1.5,"EKSMA AR 515, BBAR 650-1060",Damaged coating (a piece of coating peeled off during the cleaning),L1 FE OPA st3,2/19/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,Damaged,UL,EUN 13020083
13020035,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'
",,before st4 on L1 FE,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020036,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'
",,"L1 oscillator room, before stage 4",02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020037,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,"L1 oscillator room, before stage 4",02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020038,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.BB.OPA1.S1.S.M,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,UTIA lab,02/07/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,MIRR-10001980
13020039,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020040,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020041,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020042,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020043,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,UTIA,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020044,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,UTIA,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020045,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,UTIA,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020046,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001980 OA019,,4998.825,195,"Broadband dielectric planar 45 deg mirror, D 1""","VEOP-MIRR-10001980   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 680(+/-10)nm to 930 (+/-10)nm
45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,UTIA,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001980
13020047,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001701 OA017,,4998.825,195,"Broadband dielectric planar 0 deg mirror, D 1""","S1: L/10 at 633, 10-5 scratch dig, flat
S2: inspection polishing flat
S1: R>99.5 low GDD 700(+/-10)nm - 900(+/-10)nm AOI=0deg
S2: no coating
BK7, 1""x6.35mm
wedge<5'",,"UTIA, before stage 4",02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001701
13020048,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10001701 OA017,,4998.825,195,"Broadband dielectric planar 0 deg mirror, D 1""","S1: L/10 at 633, 10-5 scratch dig, flat
S2: inspection polishing flat
S1: R>99.5 low GDD 700(+/-10)nm - 900(+/-10)nm AOI=0deg
S2: no coating
BK7, 1""x6.35mm
wedge<5'",,"UTIA, before stage 4",02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10001701
13020049,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10004511 OA018,20110228/1,3250,130,"Broadband dielectric planar 0 deg mirror, D 0.5""","S1: L/10 at 633, 10-5 scratch dig, flat
S2: inspection polishing flat
S1: R>99.5 low GDD 700(+/-10)nm - 900(+/-10)nm AOI=0deg
S2: no coating
BK7, 0.5""x6.35mm
wedge<5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004511
13020050,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10004511 OA018,20110228/1,3250,130,"Broadband dielectric planar 0 deg mirror, D 0.5""","S1: L/10 at 633, 10-5 scratch dig, flat
S2: inspection polishing flat
S1: R>99.5 low GDD 700(+/-10)nm - 900(+/-10)nm AOI=0deg
S2: no coating
BK7, 0.5""x6.35mm
wedge<5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004511
13020051,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10004511 OA018,20110228/1,3250,130,"Broadband dielectric planar 0 deg mirror, D 0.5""","S1: L/10 at 633, 10-5 scratch dig, flat
S2: inspection polishing flat
S1: R>99.5 low GDD 700(+/-10)nm - 900(+/-10)nm AOI=0deg
S2: no coating
BK7, 0.5""x6.35mm
wedge<5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004511
13020052,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10004511 OA018,20110228/1,3250,130,"Broadband dielectric planar 0 deg mirror, D 0.5""","S1: L/10 at 633, 10-5 scratch dig, flat
S2: inspection polishing flat
S1: R>99.5 low GDD 700(+/-10)nm - 900(+/-10)nm AOI=0deg
S2: no coating
BK7, 0.5""x6.35mm
wedge<5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004511
13020053,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10004579 OO102,20120424/1,3250,130,"Broadband dielectric planar 45 deg mirror, D 0.5""","VEOP-MIRR-10004579   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 
720(+/-10)nm to 880 (+/-10)nm for 45 deg, P-pol.
680(+/-10)nm to 930 (+/-10)nm for 45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004579
13020054,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10004579 OO102,20120424/1,3250,130,"Broadband dielectric planar 45 deg mirror, D 0.5""","VEOP-MIRR-10004579   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 
720(+/-10)nm to 880 (+/-10)nm for 45 deg, P-pol.
680(+/-10)nm to 930 (+/-10)nm for 45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004579
13020055,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.BB.OPA1.S2.S,VEOP-MIRR-10004579 OO102,20120424/1,3250,130,"Broadband dielectric planar 45 deg mirror, D 0.5""","VEOP-MIRR-10004579   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 
720(+/-10)nm to 880 (+/-10)nm for 45 deg, P-pol.
680(+/-10)nm to 930 (+/-10)nm for 45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,UTIA lab,02/07/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,MIRR-10004579
13020056,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10004579 OO102,20120424/1,3250,130,"Broadband dielectric planar 45 deg mirror, D 0.5""","VEOP-MIRR-10004579   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 
720(+/-10)nm to 880 (+/-10)nm for 45 deg, P-pol.
680(+/-10)nm to 930 (+/-10)nm for 45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004579
13020057,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10004579 OO102,20120424/1,3250,130,"Broadband dielectric planar 45 deg mirror, D 0.5""","VEOP-MIRR-10004579   
S1: L/10 at 633nm 10-5 scratch-dig, flat
S2: inspection polishing flat
S1: R>99.5% low GDD 
720(+/-10)nm to 880 (+/-10)nm for 45 deg, P-pol.
680(+/-10)nm to 930 (+/-10)nm for 45 deg, S-pol.
BK7 substrate
1""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004579
13020058,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.BB.OPA1.S1.S.2,VEOP-MIRR-10008282 OC0299,20130129/1,7475,299,"Broadband dielectric de-focusing mirror, R=200mm, D 0.5""","S1: ROC=200mm convex L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,UTIA lab,02/07/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,MIRR-10008282
13020059,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10008282 OC0299,20130129/1,7475,299,"Broadband dielectric de-focusing mirror, R=200mm, D 0.5""","S1: ROC=200mm convex L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,Sofia OPA stage1,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10008282
13020060,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10008281 OC0298,20130129/1,7475,299,"Broadband dielectric focusing mirror R = 2000mm, D 0.5""","S1: ROC=2000mm concave L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10008281
13020061,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10008281 OC0298,20130129/1,7475,299,"Broadband dielectric focusing mirror R = 2000mm, D 0.5""","S1: ROC=800mm concave L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10008281
13020062,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.BB.OPA1.S3.S,VEOP-MIRR-10008277 OC0293,20130129/1,7475,299,"Broadband dielectric de-focusing mirror R= 400mm, 0.5"" OC0293 (Femtolasers)","S1: ROC=400mm convex L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'

0M09",,UTIA lab,02/07/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,MIRR-10008277
13020063,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10008277 OC0293,20130129/1,7475,299,"Broadband dielectric de-focusing mirror R= 400mm, D 0.5""","S1: ROC=400mm convex L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,"SOFIA OPA preamp, on table",02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10008277
13020064,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10008276 OC0296,20130129/1,7475,299,"Broadband dielectric focusing mirror R= 800mm D 0.5""","S1: ROC=800mm concave L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10008276
13020065,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10008276 OC0296,20130129/1,7475,299,"Broadband dielectric focusing mirror R= 800mm D 0.5""","S1: ROC=800mm concave L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,UTIA graveyard,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10008276
13020066,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.BB.OPA1.S3.PB,VEOP-MIRR-10008280 OC0297,20130129/1,7475,299,"Broadband dielectric focusing mirror R = 1000mm, D 0.5""","S1: ROC=1000mm concave L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'

0M10",, UTIA lab,02/07/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,MIRR-10008280
